"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Hack Squat (Machine)",,"",0,"normal",80,6,,,6
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Hack Squat (Machine)",,"",1,"normal",100,6,,,7
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Hack Squat (Machine)",,"",2,"normal",100,12,,,7.5
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Hack Squat (Machine)",,"",3,"normal",110,6,,,7.5
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Press (Machine)",,"",0,"normal",80,10,,,7
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Press (Machine)",,"",1,"normal",120,12,,,7
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Press (Machine)",,"",2,"normal",120,10,,,7
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Extension (Machine)",,"",0,"normal",70,14,,,7.5
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Extension (Machine)",,"",1,"normal",70,10,,,7.5
"Lower","9 Apr 2026, 17:18","9 Apr 2026, 18:05","","Leg Extension (Machine)",,"",2,"normal",65,15,,,7
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Incline Bench Press (Barbell)",,"",0,"normal",70,6,,,8
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Incline Bench Press (Barbell)",,"",1,"normal",70,6,,,8
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Incline Bench Press (Barbell)",,"",2,"normal",70,8,,,9
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Incline Bench Press (Barbell)",,"",3,"normal",70,6,,,9
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,12,,,6
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,10,,,7
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,10,,,7
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Chest Press (Machine)",,"",0,"normal",80,10,,,8
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Chest Press (Machine)",,"",1,"normal",90,7,,,8.5
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Chest Press (Machine)",,"",2,"normal",90,8,,,10
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",22.5,8,,,7
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Single Arm Triceps Pushdown (Cable)",0,"",1,"normal",22.5,9,,,8
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Single Arm Triceps Pushdown (Cable)",0,"",2,"normal",25,8,,,8.5
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Hammer Curl (Dumbbell)",0,"",0,"normal",20,7,,,9.5
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Hammer Curl (Dumbbell)",0,"",1,"normal",20,8,,,10
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Hammer Curl (Dumbbell)",0,"",2,"normal",20,8,,,10
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Upright Row (Cable)",,"",0,"normal",50,10,,,9
"Upper chest bias","8 Apr 2026, 17:15","8 Apr 2026, 18:24","","Upright Row (Cable)",,"",1,"normal",50,10,,,9
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Lat Pulldown (Cable)",,"",0,"normal",85,6,,,8
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Lat Pulldown (Cable)",,"",1,"normal",85,6,,,8
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Lat Pulldown (Cable)",,"",2,"normal",80,8,,,8.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Lat Pulldown (Cable)",,"",3,"normal",80,8,,,9
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Chest Fly (Machine)",,"",0,"normal",96,8,,,7
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Chest Fly (Machine)",,"",1,"normal",96,10,,,8.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Chest Fly (Machine)",,"",2,"normal",96,8,,,10
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Iso-Lateral Row (Machine)",,"",0,"normal",80,8,,,7
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Iso-Lateral Row (Machine)",,"",1,"normal",90,8,,,8.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Iso-Lateral Row (Machine)",,"",2,"normal",100,7,,,9
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Triceps Pushdown",0,"",0,"normal",55,10,,,7
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Triceps Pushdown",0,"",1,"normal",55,14,,,8.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Triceps Pushdown",0,"",2,"normal",55,12,,,10
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Bicep Curl (Cable)",0,"",0,"normal",35,10,,,6
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Bicep Curl (Cable)",0,"",1,"normal",45,10,,,8.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Bicep Curl (Cable)",0,"",2,"normal",45,10,,,9.5
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,15,,,6
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,8
"Upper back bias","7 Apr 2026, 17:15","7 Apr 2026, 18:15","","Single Arm Lateral Raise (Cable)",,"",2,"normal",12.5,9,,,8.5
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Romanian Deadlift (Barbell)",,"",0,"normal",40,10,,,6
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Romanian Deadlift (Barbell)",,"",1,"normal",60,12,,,6
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Deadlift (Barbell)",,"",0,"normal",80,8,,,6
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Deadlift (Barbell)",,"",1,"normal",90,7,,,7
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Deadlift (Barbell)",,"",2,"normal",100,6,,,8.5
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Lying Leg Curl (Machine)",,"",0,"normal",25,7,,,7.5
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Lying Leg Curl (Machine)",,"",1,"normal",25,7,,,8
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Lying Leg Curl (Machine)",,"",2,"normal",25,7,,,8
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Lying Leg Curl (Machine)",,"",3,"normal",20,10,,,10
"Lower","6 Apr 2026, 17:16","6 Apr 2026, 18:03","","Lying Leg Curl (Machine)",,"",4,"normal",20,8,,,9.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Shoulder Press (Machine Plates)",,"",0,"normal",90,15,,,7.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Shoulder Press (Machine Plates)",,"",1,"normal",100,12,,,8.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Shoulder Press (Machine Plates)",,"",2,"normal",100,12,,,9.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Shoulder Press (Machine Plates)",,"",3,"normal",90,15,,,9
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Shoulder Press (Machine Plates)",,"",4,"normal",90,13,,,9.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Bicep Curl (Dumbbell)",0,"",0,"normal",15,6,,,7
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Bicep Curl (Dumbbell)",0,"",1,"normal",17.5,6,,,8.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Bicep Curl (Dumbbell)",0,"",2,"normal",17.5,6,,,9
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Bicep Curl (Dumbbell)",0,"",3,"normal",17.5,6,,,10
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Overhead Triceps Extension (Cable)",0,"",0,"normal",52.5,12,,,7
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Overhead Triceps Extension (Cable)",0,"",1,"normal",52.5,12,,,7
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Overhead Triceps Extension (Cable)",0,"",2,"normal",55,12,,,7.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Overhead Triceps Extension (Cable)",0,"",3,"normal",55,12,,,8
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Triceps Pushdown",1,"",0,"normal",55,12,,,7.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Triceps Pushdown",1,"",1,"normal",57.5,10,,,8
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Triceps Pushdown",1,"",2,"normal",57.5,12,,,10
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Hammer Curl (Dumbbell)",1,"",0,"normal",17.5,6,,,7
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Hammer Curl (Dumbbell)",1,"",1,"normal",20,6,,,9.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Hammer Curl (Dumbbell)",1,"",2,"normal",20,6,,,10
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,12,,,7.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,15,,,8.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Chest Fly (Machine)",2,"",0,"normal",101,8,,,9
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Chest Fly (Machine)",2,"",1,"normal",91,8,,,8.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Rear Delt Reverse Fly (Machine)",2,"",0,"normal",54,10,,,7.5
"Upper arms bias","4 Apr 2026, 09:27","4 Apr 2026, 10:46","","Rear Delt Reverse Fly (Machine)",2,"",1,"normal",54,10,,,9
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Hack Squat (Machine)",,"",0,"normal",60,12,,,6
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Hack Squat (Machine)",,"",1,"normal",100,6,,,7
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Hack Squat (Machine)",,"",2,"normal",105,6,,,7.5
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Hack Squat (Machine)",,"",3,"normal",105,6,,,7.5
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Hack Squat (Machine)",,"",4,"normal",105,6,,,7.5
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Leg Extension (Machine)",,"",0,"normal",80,18,,,6
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Leg Extension (Machine)",,"",1,"normal",100,12,,,6
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Leg Extension (Machine)",,"",2,"normal",120,12,,,6
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Leg Extension (Machine)",,"",3,"normal",120,12,,,7
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Romanian Deadlift (Barbell)",,"",0,"normal",70,12,,,7.5
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Romanian Deadlift (Barbell)",,"",1,"normal",70,12,,,7.5
"Lower","2 Apr 2026, 17:16","2 Apr 2026, 18:03","","Romanian Deadlift (Barbell)",,"",2,"normal",70,12,,,8.5
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Lat Pulldown (Cable)",,"",0,"normal",85,6,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Lat Pulldown (Cable)",,"",1,"normal",85,6,,,9
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Lat Pulldown (Cable)",,"",2,"normal",85,6,,,10
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Lat Pulldown (Cable)",,"",3,"normal",80,8,,,9
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Lat Pulldown (Cable)",,"",4,"normal",77.5,8,,,10
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Chest Fly (Machine)",,"",0,"normal",93.5,10,,,7.5
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Chest Fly (Machine)",,"",1,"normal",93.5,8,,,7.5
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Iso-Lateral Row (Machine)",,"",0,"normal",80,8,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Iso-Lateral Row (Machine)",,"",1,"normal",80,8,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Iso-Lateral Row (Machine)",,"",2,"normal",80,8,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Iso-Lateral Row (Machine)",,"",3,"normal",80,8,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Triceps Pushdown",0,"",0,"normal",60,10,,,6
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Triceps Pushdown",0,"",1,"normal",60,15,,,8
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Preacher Curl (Dumbbell)",0,"",0,"normal",12.5,8,,,9
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Preacher Curl (Dumbbell)",0,"",1,"normal",12.5,8,,,9
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Single Arm Lateral Raise (Cable)",,"",0,"normal",12.5,12,,,8.5
"Upper back bias","1 Apr 2026, 17:14","1 Apr 2026, 18:12","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,7.5
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",0,"normal",70,6,,,6
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",1,"normal",70,7,,,7
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",2,"normal",70,8,,,8.5
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",3,"normal",70,8,,,8
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",4,"normal",70,7,,,9.5
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,12,,,6
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,10,,,7
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,10,,,7
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Chest Press (Machine)",,"",0,"normal",90,6,,,9
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Chest Press (Machine)",,"",1,"normal",90,6,,,9
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Chest Press (Machine)",,"",2,"normal",90,6,,,10
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Chest Press (Machine)",,"",3,"normal",80,7,,,10
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",22.5,12,,,8
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Hammer Curl (Dumbbell)",0,"",0,"normal",20,8,,,8.5
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Hammer Curl (Dumbbell)",0,"",1,"normal",17.5,8,,,8
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Upright Row (Cable)",,"",0,"normal",40,15,,,6
"Upper chest bias","31 Mar 2026, 17:14","31 Mar 2026, 18:17","","Upright Row (Cable)",,"",1,"normal",45,15,,,7
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Shoulder Press (Machine Plates)",,"",0,"normal",80,8,,,6
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Shoulder Press (Machine Plates)",,"",1,"normal",120,6,,,8
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Shoulder Press (Machine Plates)",,"",2,"normal",120,7,,,8.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Shoulder Press (Machine Plates)",,"",3,"normal",120,6,,,8.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Shoulder Press (Machine Plates)",,"",4,"normal",100,12,,,9.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Overhead Triceps Extension (Cable)",0,"",0,"normal",50,10,,,7.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Overhead Triceps Extension (Cable)",0,"",1,"normal",50,11,,,8
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Overhead Triceps Extension (Cable)",0,"",2,"normal",50,11,,,8.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Overhead Triceps Extension (Cable)",0,"",3,"normal",45,12,,,8
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Bicep Curl (Dumbbell)",0,"",0,"normal",15,8,,,8.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Bicep Curl (Dumbbell)",0,"",1,"normal",15,8,,,9.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Bicep Curl (Dumbbell)",0,"",2,"normal",15,7,,,9
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Bicep Curl (Dumbbell)",0,"",3,"normal",15,7,,,9.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Triceps Pushdown",1,"",0,"normal",55,10,,,7.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Triceps Pushdown",1,"",1,"normal",55,10,,,9
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Triceps Pushdown",1,"",2,"normal",50,12,,,10
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Hammer Curl (Dumbbell)",1,"",0,"normal",17.5,10,,,8.5
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Hammer Curl (Dumbbell)",1,"",1,"normal",17.5,10,,,10
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Hammer Curl (Dumbbell)",1,"",2,"normal",17.5,10,,,10
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,15,,,7
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,8
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Single Arm Lateral Raise (Cable)",,"",2,"normal",12.5,12,,,9
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Chest Fly (Machine)",2,"",0,"normal",91,12,,,7
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Chest Fly (Machine)",2,"",1,"normal",91,10,,,8
"Upper arms bias","28 Mar 2026, 10:16","28 Mar 2026, 11:17","","Rear Delt Reverse Fly (Machine)",2,"",0,"normal",54,8,,,8
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Hack Squat (Machine)",,"",0,"normal",60,10,,,6
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Hack Squat (Machine)",,"",1,"normal",100,6,,,7
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Hack Squat (Machine)",,"",2,"normal",100,7,,,7.5
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Hack Squat (Machine)",,"",3,"normal",100,8,,,8
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Hack Squat (Machine)",,"",4,"normal",100,8,,,8.5
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Romanian Deadlift (Dumbbell)",,"",0,"normal",40,12,,,6
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Romanian Deadlift (Dumbbell)",,"",1,"normal",45,12,,,7
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Romanian Deadlift (Dumbbell)",,"",2,"normal",50,8,,,7.5
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Leg Extension (Machine)",,"",0,"normal",75,10,,,8
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Leg Extension (Machine)",,"",1,"normal",75,10,,,8
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Leg Extension (Machine)",,"",2,"normal",75,9,,,9.5
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Lying Leg Curl (Machine)",,"",0,"normal",20,10,,,8
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Lying Leg Curl (Machine)",,"",1,"normal",20,9,,,9.5
"Lower","27 Mar 2026, 17:20","27 Mar 2026, 18:01","","Lying Leg Curl (Machine)",,"",2,"normal",20,6,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Lat Pulldown (Cable)",,"",0,"normal",90,6,,,10
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Lat Pulldown (Cable)",,"",1,"normal",85,6,,,9
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Lat Pulldown (Cable)",,"",2,"normal",85,6,,,10
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Lat Pulldown (Cable)",,"",3,"normal",80,6,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Lat Pulldown (Cable)",,"",4,"normal",80,6,,,9
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Chest Fly (Machine)",,"",0,"normal",91,8,,,7
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Chest Fly (Machine)",,"",1,"normal",91,11,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Iso-Lateral Row (Machine)",,"",0,"normal",80,8,,,8
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Iso-Lateral Row (Machine)",,"",1,"normal",80,8,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Iso-Lateral Row (Machine)",,"",2,"normal",80,8,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Triceps Pushdown",0,"",0,"normal",50,15,,,7
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Triceps Pushdown",0,"",1,"normal",60,10,,,7
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Behind the Back Curl (Cable)",0,"",0,"normal",12.5,12,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Behind the Back Curl (Cable)",0,"",1,"normal",12.5,12,,,8.5
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Single Arm Lateral Raise (Cable)",,"",0,"normal",12.5,10,,,6
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,7
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Rope Straight Arm Pulldown",,"",0,"normal",30,10,,,7
"Upper back bias","26 Mar 2026, 17:22","26 Mar 2026, 18:15","","Rope Straight Arm Pulldown",,"",1,"normal",30,12,,,7.5
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",0,"normal",60,10,,,6
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",1,"normal",70,8,,,7
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",2,"normal",70,8,,,8.5
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",3,"normal",70,8,,,9
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Incline Bench Press (Barbell)",,"",4,"normal",70,8,,,10
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Lat Pulldown (Cable)",,"",0,"normal",80,6,,,8
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Lat Pulldown (Cable)",,"",1,"normal",80,6,,,8.5
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Lat Pulldown (Cable)",,"",2,"normal",80,8,,,9
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Chest Press (Machine)",,"",0,"normal",70,10,,,7
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Chest Press (Machine)",,"",1,"normal",70,10,,,8.5
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Chest Press (Machine)",,"",2,"normal",70,6,,,9.5
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Chest Press (Machine)",,"",3,"normal",70,6,,,10
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",22.5,8,,,9
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Single Arm Triceps Pushdown (Cable)",0,"",1,"normal",17.5,12,,,8
"Upper chest bias","24 Mar 2026, 17:17","24 Mar 2026, 18:17","","Hammer Curl (Dumbbell)",0,"",0,"normal",20,8,,,8.5
