"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"CHEST & BACK DAY 1","24 Nov 2025, 17:12","24 Nov 2025, 18:35","","Lateral Raise (Dumbbell)",,"",1,"normal",12.5,8,,,8.5
"CHEST & BACK DAY 1","24 Nov 2025, 17:12","24 Nov 2025, 18:35","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,17,,,8.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Shoulder Press (Machine Plates)",,"",0,"normal",40,10,,,6
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Shoulder Press (Machine Plates)",,"",1,"normal",80,8,,,6
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Shoulder Press (Machine Plates)",,"",2,"normal",120,8,,,9.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Triceps Dip",,"",0,"normal",,20,,,8.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","JM Press (Barbell)",,"",0,"normal",60,7,,,9
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","JM Press (Barbell)",,"",1,"normal",60,7,,,9
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Preacher Curl (Barbell)",,"",0,"normal",25,6,,,8
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Preacher Curl (Barbell)",,"",1,"normal",27.5,6,,,9
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Preacher Curl (Barbell)",,"",2,"normal",27.5,5,,,
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Triceps Pushdown",0,"",0,"normal",60,10,,,7
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Triceps Pushdown",0,"",1,"normal",65,10,,,8.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Hammer Curl (Dumbbell)",0,"",0,"normal",20,6,,,9
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Hammer Curl (Dumbbell)",0,"",1,"normal",20,6,,,8.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",20,10,,,8
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",20,10,,,8.5
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Bicep Curl (Dumbbell)",1,"",0,"normal",12.5,6,,,8
"Shoulder & Arms","20 Nov 2025, 17:29","20 Nov 2025, 18:13","","Bicep Curl (Dumbbell)",1,"",1,"normal",15,6,,,9.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Incline Bench Press (Barbell)",,"",0,"normal",53,5,,,6
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Incline Bench Press (Barbell)",,"",1,"normal",73,5,,,8
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Incline Bench Press (Barbell)",,"",2,"normal",73,6,,,8.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Incline Bench Press (Barbell)",,"",3,"normal",73,7,,,10
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",60,12,,,7
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,15,,,7.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,12,,,7
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Chest Fly (Machine)",,"",0,"normal",91,10,,,8
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Chest Fly (Machine)",,"",1,"normal",91,8,,,7
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Chest Fly (Machine)",,"",2,"normal",91,7,,,10
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Iso-Lateral Row (Machine)",,"",0,"normal",80,8,,,8
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Iso-Lateral Row (Machine)",,"",1,"normal",100,5,,,9
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Iso-Lateral Row (Machine)",,"",2,"normal",100,5,,,10
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",59,10,,,9.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",59,9,,,10
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Lateral Raise (Dumbbell)",,"",0,"normal",10,15,,,7.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,8.5
"CHEST & BACK DAY 2","19 Nov 2025, 17:18","19 Nov 2025, 18:09","","Lateral Raise (Dumbbell)",,"",2,"dropset",5,12,,,9.5
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Hack Squat (Machine)",,"",0,"normal",40,6,,,6
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Hack Squat (Machine)",,"",1,"normal",60,5,,,7
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Hack Squat (Machine)",,"",2,"normal",80,5,,,8
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Hack Squat (Machine)",,"",3,"normal",80,5,,,9
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Romanian Deadlift (Barbell)",,"",0,"normal",60,8,,,7
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Romanian Deadlift (Barbell)",,"",1,"normal",80,6,,,7.5
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Romanian Deadlift (Barbell)",,"",2,"normal",80,6,,,7.5
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Single Leg Extensions",,"",0,"normal",30,10,,,6
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Single Leg Extensions",,"",1,"normal",40,6,,,6
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Single Leg Extensions",,"",2,"normal",45,8,,,7.5
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Lying Leg Curl (Machine)",,"",0,"normal",22.5,8,,,7
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Lying Leg Curl (Machine)",,"",1,"normal",22.5,9,,,8
"Legs","18 Nov 2025, 17:19","18 Nov 2025, 17:59","","Lying Leg Curl (Machine)",,"",2,"normal",30,7,,,9.5
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Chest Press (Machine)",,"",0,"normal",60,6,,,6
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Chest Press (Machine)",,"",1,"normal",80,6,,,7
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Chest Press (Machine)",,"",2,"normal",90,5,,,10
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Chest Press (Machine)",,"",3,"normal",90,5,,,10
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",0,"normal",60,12,,,7
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",1,"normal",70,12,,,8
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",2,"normal",70,12,,,9
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Incline Chest Fly (Dumbbell)",,"",0,"normal",27.5,9,,,8.5
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Incline Chest Fly (Dumbbell)",,"",1,"normal",27.5,7,,,9.5
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",0,"normal",65,10,,,8
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",1,"normal",80,6,,,8.5
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",2,"normal",80,8,,,8.5
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,16,,,7
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,10
"CHEST & BACK DAY 1","17 Nov 2025, 17:22","17 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,15,,,10
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Incline Bench Press (Barbell)",,"",0,"normal",53,5,,,6
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Incline Bench Press (Barbell)",,"",1,"normal",63,5,,,6
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Incline Bench Press (Barbell)",,"",2,"normal",73,5,,,8
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Incline Bench Press (Barbell)",,"",3,"normal",75.5,6,,,9.5
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Iso-Lateral Row (Machine)",,"",0,"normal",40,8,,,6
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Iso-Lateral Row (Machine)",,"",1,"normal",60,8,,,7
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Iso-Lateral Row (Machine)",,"",2,"normal",70,6,,,9
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Iso-Lateral Row (Machine)",,"",3,"normal",70,6,,,9
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Chest Fly (Machine)",,"",0,"normal",91,10,,,8
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Chest Fly (Machine)",,"",1,"normal",91,10,,,8
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Chest Fly (Machine)",,"",2,"normal",91,10,,,8
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,12,,,7
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,15,,,8.5
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,12,,,7
"CHEST & BACK DAY 2","15 Nov 2025, 09:54","15 Nov 2025, 11:35","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",64,8,,,9
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Shoulder Press (Machine Plates)",,"",0,"normal",40,8,,,6
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Shoulder Press (Machine Plates)",,"",1,"normal",80,6,,,6
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Shoulder Press (Machine Plates)",,"",2,"normal",120,4,,,9
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Shoulder Press (Machine Plates)",,"",3,"normal",120,5,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Preacher Curl (Barbell)",,"",0,"normal",25,5,,,8.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Preacher Curl (Barbell)",,"",1,"normal",25,6,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Preacher Curl (Barbell)",,"",2,"normal",25,5,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","JM Press (Barbell)",,"",0,"normal",55,11,,,6
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","JM Press (Barbell)",,"",1,"normal",65,7,,,8.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","JM Press (Barbell)",,"",2,"normal",65,10,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Triceps Pushdown",0,"",0,"normal",65,5,,,7
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Triceps Pushdown",0,"",1,"normal",75,5,,,9.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Triceps Pushdown",0,"",2,"normal",60,10,,,9.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Hammer Curl (Dumbbell)",0,"",0,"normal",22.5,6,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Hammer Curl (Dumbbell)",0,"",1,"normal",20,6,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Hammer Curl (Dumbbell)",0,"",2,"normal",20,6,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",20,8,,,8
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",21.25,7,,,9.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Single Arm Triceps Pushdown (Cable)",1,"",2,"normal",21.25,7,,,10
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Bicep Curl (Dumbbell)",1,"",0,"normal",12.5,6,,,7
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Bicep Curl (Dumbbell)",1,"",1,"normal",15,6,,,9.5
"Shoulder & Arms","14 Nov 2025, 18:21","14 Nov 2025, 19:17","","Bicep Curl (Dumbbell)",1,"",2,"normal",15,5,,,10
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Hack Squat (Machine)",,"",0,"normal",40,10,,,6
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Hack Squat (Machine)",,"",1,"normal",60,10,,,7
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Hack Squat (Machine)",,"",2,"normal",80,7,,,8.5
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Hack Squat (Machine)",,"",3,"normal",80,6,,,8.5
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Romanian Deadlift (Barbell)",,"",0,"normal",80,9,,,8.5
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Romanian Deadlift (Barbell)",,"",1,"normal",90,8,,,9.5
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Lying Leg Curl (Machine)",,"",0,"normal",30,6,,,9.5
"Legs","13 Nov 2025, 17:16","13 Nov 2025, 18:19","","Lying Leg Curl (Machine)",,"",1,"normal",30,4,,,9.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Chest Press (Machine)",,"",0,"normal",40,15,,,6
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Chest Press (Machine)",,"",1,"normal",80,5,,,6
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Chest Press (Machine)",,"",2,"normal",90,5,,,9
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Chest Press (Machine)",,"",3,"normal",90,4,,,10
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",0,"normal",30,10,,,6
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",1,"normal",35,10,,,6
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Iso-Lateral Row (Machine)",,"",2,"normal",40,7,,,10
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Incline Chest Fly (Dumbbell)",,"",0,"normal",25,10,,,6
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Incline Chest Fly (Dumbbell)",,"",1,"normal",27.5,10,,,8.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Incline Chest Fly (Dumbbell)",,"",2,"normal",27.5,8,,,9.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",0,"normal",80,6,,,8.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",1,"normal",85,5,,,10
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Lat Pulldown (Cable)",,"",2,"normal",90,5,,,10
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,15,,,7.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,15,,,8.5
"CHEST & BACK DAY 1","12 Nov 2025, 17:19","12 Nov 2025, 18:06","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,15,,,10
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Shoulder Press (Machine Plates)",,"",0,"normal",40,10,,,6
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Shoulder Press (Machine Plates)",,"",1,"normal",80,5,,,6
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Shoulder Press (Machine Plates)",,"",2,"normal",120,5,,,10
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Shoulder Press (Machine Plates)",,"",3,"normal",120,4,,,10
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","JM Press (Barbell)",,"",0,"normal",60,8,,,8.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","JM Press (Barbell)",,"",1,"normal",62.5,9,,,8
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","JM Press (Barbell)",,"",2,"normal",65,9,,,10
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Preacher Curl (Barbell)",,"",0,"normal",20,6,,,8
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Preacher Curl (Barbell)",,"",1,"normal",22.5,8,,,8.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Preacher Curl (Barbell)",,"",2,"normal",22.5,9,,,
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Triceps Pushdown",0,"",0,"normal",60,5,,,7
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Triceps Pushdown",0,"",1,"normal",70,6,,,8.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Triceps Pushdown",0,"",2,"normal",75,6,,,9.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Hammer Curl (Dumbbell)",0,"",0,"normal",20,8,,,9.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Hammer Curl (Dumbbell)",0,"",1,"normal",20,7,,,8.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Hammer Curl (Dumbbell)",0,"",2,"normal",17.5,12,,,9
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",15,10,,,7
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",20,10,,,8.5
"Shoulder & Arms","7 Nov 2025, 17:20","7 Nov 2025, 18:14","","Single Arm Triceps Pushdown (Cable)",1,"",2,"normal",20,10,,,8.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Incline Bench Press (Barbell)",,"",0,"normal",40,12,,,6
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Incline Bench Press (Barbell)",,"",1,"normal",60,5,,,6
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Incline Bench Press (Barbell)",,"",2,"normal",70,5,,,8
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Incline Bench Press (Barbell)",,"",3,"normal",72.5,5,,,8.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Incline Bench Press (Barbell)",,"",4,"normal",75,6,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Lat Pulldown (Cable)",,"",0,"normal",90,5,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Lat Pulldown (Cable)",,"",1,"normal",85,5,,,9
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Lat Pulldown (Cable)",,"",2,"normal",85,6,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Chest Fly (Machine)",,"",0,"normal",91,8,,,7.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Chest Fly (Machine)",,"",1,"normal",91,10,,,9.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Chest Fly (Machine)",,"",2,"normal",91,8,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,6,,,7.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,6,,,8.5
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",60,6,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",64,8,,,10
"CHEST & BACK DAY 2","6 Nov 2025, 17:21","6 Nov 2025, 18:07","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",64,8,,,10
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Squat (Barbell)",,"",0,"normal",60,5,,,6
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Squat (Barbell)",,"",1,"normal",70,6,,,6
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Squat (Barbell)",,"",2,"normal",80,5,,,6
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Squat (Barbell)",,"",3,"normal",90,5,,,7
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Romanian Deadlift (Barbell)",,"",0,"normal",60,10,,,7
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Romanian Deadlift (Barbell)",,"",1,"normal",70,6,,,7
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Romanian Deadlift (Barbell)",,"",2,"normal",80,6,,,8
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Romanian Deadlift (Barbell)",,"",3,"normal",90,5,,,8.5
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Single Leg Press (Machine)",,"",0,"normal",50,6,,,8
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Single Leg Press (Machine)",,"",1,"normal",60,7,,,9.5
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Lying Leg Curl (Machine)",,"",0,"normal",25,6,,,7.5
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Lying Leg Curl (Machine)",,"",1,"normal",27.5,6,,,7.5
"Legs","5 Nov 2025, 17:19","5 Nov 2025, 18:08","","Lying Leg Curl (Machine)",,"",2,"normal",30,6,,,9
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Chest Press (Machine)",,"",0,"normal",40,12,,,6
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Chest Press (Machine)",,"",1,"normal",80,5,,,7
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Chest Press (Machine)",,"",2,"normal",90,5,,,8.5
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Chest Press (Machine)",,"",3,"normal",95,4,,,9.5
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Bent Over Row (Barbell)",,"",0,"normal",60,8,,,6
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Bent Over Row (Barbell)",,"",1,"normal",65,8,,,7.5
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Bent Over Row (Barbell)",,"",2,"normal",70,7,,,9.5
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Incline Chest Fly (Dumbbell)",,"",0,"normal",20,12,,,6
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Incline Chest Fly (Dumbbell)",,"",1,"normal",22.5,10,,,8
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Incline Chest Fly (Dumbbell)",,"",2,"normal",25,8,,,9
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Lat Pulldown (Cable)",,"",0,"normal",80,5,,,8.5
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Lat Pulldown (Cable)",,"",1,"normal",85,5,,,10
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Lat Pulldown (Cable)",,"",2,"normal",85,4,,,10
"CHEST & BACK DAY 1","3 Nov 2025, 17:14","3 Nov 2025, 18:05","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,6
